Código,Nombre de la Actividad,Descripción Funcional,Prioridad de Reúso,Tipo de Elemento,Sinónimos (Variantes),Dominio de Arquitectura,Arquetipos en  donde aplica,Hipervinculo,Diseño para la Automatización
ACT104,Consultar Transacción,"Consultar los detalles de una transacción registrada para entender su estado, valores y movimientos asociados. Se utiliza para tener contexto previo antes de aplicar acciones operativas posteriores dentro del ciclo transaccional.",3,Actividad Estándar,"Acceder Transacción, Verificar Transacción, Revisar Transacción, Visualizar Transacción, Buscar Transacción, Examinar Transacción, Indagar Transacción",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT106,Controlar Acceso,"Regular y vigilar el ingreso de usuarios a sistemas, datos o instalaciones, garantizando que solo el personal autorizado pueda acceder y detectando cualquier intento no autorizado, de acuerdo con las políticas de seguridad establecidas.",3,Actividad Estándar,"Verificar Acceso, Verificar Autorización, Verificar Disponibilidad, Verificar Entrada, Verificar Habilitación, Revisar Acceso, Revisar Autorización, Revisar Disponibilidad, Revisar Entrada, Revisar Habilitación, Auditar Acceso, Auditar Autorización, Auditar Disponibilidad, Auditar Entrada, Auditar Habilitación, Controlar Autorización, Controlar Disponibilidad, Controlar Entrada, Controlar Habilitación, Inspeccionar Acceso, Monitorear Acceso, Vigilar Acceso, Inspeccionar Autorización, Inspeccionar Disponibilidad, Inspeccionar Entrada, Inspeccionar Habilitación, Monitorear Autorización, Monitorear Disponibilidad, Monitorear Entrada, Monitorear Habilitación, Vigilar Autorización, Vigilar Disponibilidad, Vigilar Entrada, Vigilar Habilitación",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT114,Definir Condición,"Establece los términos o criterios que aplicarán a un proceso, producto o acuerdo, dejando trazabilidad. Precede a Validar Condición. No modifica términos vigentes (eso es Actualizar Condición).",3,Actividad Estándar,"Definir Requerimiento, Delimitar Requerimiento, Determinar Requerimiento, Especificar Requerimiento, Establecer Requerimiento, Fijar Requerimiento, Definir Criterio, Definir Estado, Definir Parámetro, Definir Situación, Delimitar Condición, Determinar Condición, Especificar Condición, Establecer Condición, Fijar Condición, Delimitar Criterio, Delimitar Estado, Delimitar Parámetro, Delimitar Situación, Determinar Criterio, Determinar Estado, Determinar Parámetro, Determinar Situación, Especificar Criterio, Especificar Estado, Especificar Parámetro, Especificar Situación, Establecer Criterio, Establecer Estado, Establecer Parámetro, Establecer Situación, Fijar Criterio, Fijar Estado, Fijar Parámetro, Fijar Situación",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT121,Ejecutar Desbloqueo,"Restablecer el acceso o funcionamiento de una cuenta, producto o canal que había sido bloqueado por motivos operativos o de seguridad. Incluye reactivar accesos (por ejemplo, banca en línea o app móvil) una vez solucionada la causa del bloqueo o verificada la identidad del usuario, garantizando que el desbloqueo no comprometa la seguridad.",3,Actividad Estándar,"Activar Cuenta, Habilitar Cuenta, Liberar Cuenta, Permitir Cuenta, Reactivar Cuenta",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT122,Descargar Reporte,"Obtener un informe o reporte desde un sistema, guardándolo localmente (por ejemplo, en la computadora del usuario), para su revisión o uso fuera del sistema en formato portable.",3,Actividad Estándar,"Descargar Análisis, Descargar Documento, Descargar Informe, Descargar Resultado, Descargar Salida, Bajar Reporte, Copiar Reporte, Extraer Reporte, Obtener Reporte, Transferir Reporte, Bajar Análisis, Bajar Documento, Bajar Informe, Bajar Resultado, Bajar Salida, Copiar Análisis, Copiar Documento, Copiar Informe, Copiar Resultado, Copiar Salida, Extraer Análisis, Extraer Documento, Extraer Informe, Extraer Resultado, Extraer Salida, Obtener Análisis, Obtener Documento, Obtener Informe, Obtener Resultado, Obtener Salida, Transferir Análisis, Transferir Documento, Transferir Informe, Transferir Resultado, Transferir Salida",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT123,Desembolsar Crédito,"Ejecutar el desembolso de un crédito previamente aprobado, entregando los fondos al cliente según las condiciones pactadas (por ejemplo, acreditando el monto en su cuenta). Incluye registrar la operación en los sistemas operativos y contables, cumpliendo los controles aplicables.",3,Actividad Estándar,"Desembolsar Cupo, Desembolsar Financiación, Desembolsar Línea, Desembolsar Préstamo, Consignar Crédito, Girar Crédito, Liberar Crédito, Pagar Crédito, Transferir Crédito, Consignar Cupo, Consignar Financiación, Consignar Línea, Consignar Préstamo, Girar Cupo, Girar Financiación, Girar Línea, Girar Préstamo, Liberar Cupo, Liberar Financiación, Liberar Línea, Liberar Préstamo, Pagar Cupo, Pagar Financiación, Pagar Línea, Pagar Préstamo, Transferir Cupo, Transferir Financiación, Transferir Línea, Transferir Préstamo",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT128,Detener Proceso,"Interrumpir un proceso en curso antes de su finalización normal, ya sea de forma manual o automática, generalmente para evitar consecuencias indeseadas, realizar correcciones o debido a la detección de un problema crítico.",3,Actividad Estándar,"Detener Actividad, Detener Flujo, Detener Procedimiento, Detener Secuencia, Cesar Proceso, Frenar Proceso, Interrumpir Proceso, Parar Proceso, Suspender Proceso, Cesar Actividad, Cesar Flujo, Cesar Procedimiento, Cesar Secuencia, Frenar Actividad, Frenar Flujo, Frenar Procedimiento, Frenar Secuencia, Interrumpir Actividad, Interrumpir Flujo, Interrumpir Procedimiento, Interrumpir Secuencia, Parar Actividad, Parar Flujo, Parar Procedimiento, Parar Secuencia, Suspender Actividad, Suspender Flujo, Suspender Procedimiento, Suspender Secuencia",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT132,Diligenciar Formulario,"Llenar un formulario con la información solicitada, completando todos sus campos de manera correcta y legible, para proporcionar los datos requeridos en un proceso determinado.",3,Actividad Estándar,"Registrar Formulario, Registrar Documento, Registrar Ficha, Registrar Formato, Registrar Planilla, Registrar Plantilla, Diligenciar Documento, Diligenciar Ficha, Diligenciar Formato, Diligenciar Planilla, Diligenciar Plantilla, Completar Formulario, Consignar Formulario, Llenar Formulario, Responder Formulario, Completar Documento, Completar Ficha, Completar Formato, Completar Planilla, Completar Plantilla, Consignar Documento, Consignar Ficha, Consignar Formato, Consignar Planilla, Consignar Plantilla, Llenar Documento, Llenar Ficha, Llenar Formato, Llenar Planilla, Llenar Plantilla, Responder Documento, Responder Ficha, Responder Formato, Responder Planilla, Responder Plantilla",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT134,Ejecutar Bloqueo,"Ejecutar en el sistema el bloqueo previamente decidido de un producto, canal o acceso, impidiendo su uso total o parcial hasta nuevo aviso. Incluye limitar temporalmente funcionalidades, inhabilitar productos para evitar su activación futura y denegar el acceso de usuarios por motivos de seguridad, dejando trazabilidad de la acción realizada.",3,Actividad Estándar,"Ejecutar Cancelación, Ejecutar Cierre, Ejecutar Restricción, Ejecutar Suspensión, Aplicar Bloqueo, Cumplir Bloqueo, Desarrollar Bloqueo, Llevar A Cabo Bloqueo, Realizar Bloqueo, Aplicar Cancelación, Aplicar Cierre, Aplicar Restricción, Aplicar Suspensión, Cumplir Cancelación, Cumplir Cierre, Cumplir Restricción, Cumplir Suspensión, Desarrollar Cancelación, Desarrollar Cierre, Desarrollar Restricción, Desarrollar Suspensión, Llevar A Cabo Cancelación, Llevar A Cabo Cierre, Llevar A Cabo Restricción, Llevar A Cabo Suspensión, Realizar Cancelación, Realizar Cierre, Realizar Restricción, Realizar Suspensión",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT142,Emitir Comprobante,"Crear y entregar un comprobante que respalde una transacción, operación o gestión realizada (como un pago, registro o solicitud). Asegura que el comprobante contenga los datos relevantes, tenga validez formal y quede disponible para el interesado y/o para archivo.",3,Actividad Estándar,"Emitir comprobante, Generar comprobante, Crear comprobante, Entregar comprobante, Emitir constancia de operación, Emitir recibo de pago, Generar constancia transaccional, Expedir comprobante, Emitir justificante de operación, Emitir soporte de transacción, Emitir comprobante contable, Generar respaldo de operación, Emitir constancia financiera, Emitir comprobante electrónico, Generar recibo automático",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT156,Enviar Información,"Enviar información remitiendo datos o documentos a un destinatario específico mediante el canal definido, asegurando su entrega conforme al propósito del proceso.",3,Actividad Estándar,"Enviar Datos, Enviar Registros, Enviar Contenido, Enviar Detalle, Despachar Información, Mandar Información, Remitir Información, Transferir Información, Transmitir Información, Despachar Datos, Mandar Datos, Remitir Datos, Transferir Datos, Transmitir Datos, Enviar Antecedentes, Enviar Soporte, Despachar Registros, Mandar Registros, Remitir Registros, Transferir Registros, Transmitir Registros, Despachar Contenido, Mandar Contenido, Remitir Contenido, Transferir Contenido, Transmitir Contenido, Despachar Detalle, Mandar Detalle, Remitir Detalle, Transferir Detalle, Transmitir Detalle, Despachar Antecedentes, Despachar Soporte, Mandar Antecedentes, Mandar Soporte, Remitir Antecedentes, Remitir Soporte, Transferir Antecedentes, Transferir Soporte, Transmitir Antecedentes, Transmitir Soporte",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT165,Estructurar Información,"Estructurar información organizando y dando formato a los datos para facilitar su lectura, análisis o procesamiento en las etapas posteriores.",3,Actividad Estándar,"Configurar Información, Construir Información, Diseñar Información, Organizar Información, Planear Información, Estructurar Datos, Configurar Datos, Construir Datos, Diseñar Datos, Organizar Datos, Planear Datos, Estructurar Registros, Configurar Registros, Construir Registros, Diseñar Registros, Organizar Registros, Planear Registros, Estructurar Contenido, Configurar Contenido, Construir Contenido, Diseñar Contenido, Organizar Contenido, Planear Contenido, Estructurar Detalle, Configurar Detalle, Construir Detalle, Diseñar Detalle, Organizar Detalle, Planear Detalle, Estructurar Antecedentes, Estructurar Soporte, Configurar Antecedentes, Configurar Soporte, Construir Antecedentes, Construir Soporte, Diseñar Antecedentes, Diseñar Soporte, Organizar Antecedentes, Organizar Soporte, Planear Antecedentes, Planear Soporte",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT166,Evaluar Capacidad Financiera,"Analizar la situación financiera de un cliente (ingresos, deudas, obligaciones, patrimonio y otros indicadores) para determinar su capacidad de asumir compromisos de pago o endeudamiento. Se usa normalmente como insumo para la decisión de aprobación de créditos u otras obligaciones financieras.",3,Actividad Estándar,"Revisar Capacidad Financiera, Analizar Capacidad Financiera, Calificar Capacidad Financiera, Examinar Capacidad Financiera, Valorar Capacidad Financiera",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT167,Evaluar Impacto,"Analizar las implicaciones operativas, financieras y de riesgo asociadas a una decisión, solicitud, transacción o evento, con el fin de determinar su viabilidad y anticipar efectos sobre clientes, procesos o controles.",3,Actividad Estándar,"Revisar Impacto, Revisar Afectación, Revisar Consecuencia, Revisar Efecto, Revisar Resultado, Evaluar Afectación, Evaluar Consecuencia, Evaluar Efecto, Evaluar Resultado, Analizar Impacto, Calificar Impacto, Examinar Impacto, Valorar Impacto, Analizar Afectación, Analizar Consecuencia, Analizar Efecto, Analizar Resultado, Calificar Afectación, Calificar Consecuencia, Calificar Efecto, Calificar Resultado, Examinar Afectación, Examinar Consecuencia, Examinar Efecto, Examinar Resultado, Valorar Afectación, Valorar Consecuencia, Valorar Efecto, Valorar Resultado",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT173,Extraer Información,"Extraer información obteniendo y trasladando datos desde una fuente hacia un contexto de trabajo diferente, como un archivo, sistema o dataset, para permitir su uso o análisis en el proceso.",3,Actividad Estándar,"Copiar Información, Derivar Información, Obtener Información, Recuperar Información, Sacar Información, Extraer Datos, Copiar Datos, Derivar Datos, Obtener Datos, Recuperar Datos, Sacar Datos, Extraer Registros, Copiar Registros, Derivar Registros, Obtener Registros, Recuperar Registros, Sacar Registros, Extraer Contenido, Copiar Contenido, Derivar Contenido, Obtener Contenido, Recuperar Contenido, Sacar Contenido, Extraer Detalle, Copiar Detalle, Derivar Detalle, Obtener Detalle, Recuperar Detalle, Sacar Detalle, Extraer Antecedentes, Extraer Soporte, Copiar Antecedentes, Copiar Soporte, Derivar Antecedentes, Derivar Soporte, Obtener Antecedentes, Obtener Soporte, Recuperar Antecedentes, Recuperar Soporte, Sacar Antecedentes, Sacar Soporte",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT181,Atender Alerta,"Atender de principio a fin una alerta generada (por ejemplo, de seguridad o riesgo), evaluando su contenido, determinando las acciones necesarias (investigar, escalar, resolver) y haciendo seguimiento hasta su cierre o resolución adecuada.",3,Actividad Estándar,"Resolver Alerta, Resolver Advertencia, Resolver Aviso, Resolver Evento, Resolver Notificación, Resolver Señal, Atender Alerta, Atender Advertencia, Atender Aviso, Atender Evento, Atender Notificación, Atender Señal, Gestionar Advertencia, Gestionar Aviso, Gestionar Evento, Gestionar Notificación, Gestionar Señal, Tramitar Alerta, Administrar Alerta, Coordinar Alerta, Manejar Alerta, Procesar Alerta, Supervisar Alerta, Administrar Advertencia, Administrar Aviso, Administrar Evento, Administrar Notificación, Administrar Señal, Coordinar Advertencia, Coordinar Aviso, Coordinar Evento, Coordinar Notificación, Coordinar Señal, Manejar Advertencia, Manejar Aviso, Manejar Evento, Manejar Notificación, Manejar Señal, Procesar Advertencia, Procesar Aviso, Procesar Evento, Procesar Notificación, Procesar Señal",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT185,Gestionar Contrato,"Administrar el ciclo de vida de un contrato desde su creación y firma hasta su seguimiento, renovaciones, modificaciones o finalización. Asegura el cumplimiento de los términos acordados por ambas partes y el registro de cambios o incidentes relevantes asociados al contrato.",3,Actividad Estándar,"Resolver Contrato, Atender Contrato, Tramitar Contrato, Administrar Contrato, Coordinar Contrato, Manejar Contrato, Procesar Contrato, Supervisar Contrato",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT191,Gestionar Inconsistencias,Atender y corregir errores o inconsistencias detectadas en datos o procesos.,3,Actividad Estándar,"Resolver Inconsistencias, Resolver Errores, Resolver Anomalías, Resolver Desajustes, Resolver Diferencias, Resolver Discrepancias, Atender Inconsistencias, Atender Errores, Atender Anomalías, Atender Desajustes, Atender Diferencias, Atender Discrepancias, Gestionar Anomalías, Gestionar Desajustes, Gestionar Diferencias, Gestionar Discrepancias, Gestionar Errores, Tramitar Inconsistencias, Tramitar Errores, Tramitar Anomalías, Tramitar Desajustes, Tramitar Diferencias, Tramitar Discrepancias, Administrar Inconsistencias, Coordinar Inconsistencias, Manejar Inconsistencias, Procesar Inconsistencias, Supervisar Inconsistencias, Administrar Errores, Coordinar Errores, Manejar Errores, Procesar Errores, Supervisar Errores, Administrar Anomalías, Administrar Desajustes, Administrar Diferencias, Administrar Discrepancias, Coordinar Anomalías, Coordinar Desajustes, Coordinar Diferencias, Coordinar Discrepancias, Manejar Anomalías, Manejar Desajustes, Manejar Diferencias, Manejar Discrepancias, Procesar Anomalías, Procesar Desajustes, Procesar Diferencias, Procesar Discrepancias, Supervisar Anomalías, Supervisar Desajustes, Supervisar Diferencias, Supervisar Discrepancias",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT192,Gestionar Proceso,"Coordinar y supervisar todas las etapas de un proceso de negocio para asegurar que se lleve a cabo eficazmente, resolviendo obstáculos, asignando recursos y monitoreando el progreso hasta su finalización exitosa.",3,Actividad Estándar,"Resolver Proceso, Resolver Actividad, Resolver Flujo, Resolver Procedimiento, Resolver Secuencia, Atender Proceso, Atender Actividad, Atender Flujo, Atender Procedimiento, Atender Secuencia, Gestionar Actividad, Gestionar Flujo, Gestionar Procedimiento, Gestionar Secuencia, Tramitar Proceso, Tramitar Actividad, Tramitar Flujo, Administrar Proceso, Coordinar Proceso, Manejar Proceso, Procesar Proceso, Supervisar Proceso, Administrar Actividad, Administrar Flujo, Administrar Procedimiento, Administrar Secuencia, Coordinar Actividad, Coordinar Flujo, Coordinar Procedimiento, Coordinar Secuencia, Manejar Actividad, Manejar Flujo, Manejar Procedimiento, Manejar Secuencia, Procesar Actividad, Procesar Flujo, Procesar Procedimiento, Procesar Secuencia, Supervisar Actividad, Supervisar Flujo, Supervisar Procedimiento, Supervisar Secuencia",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT193,Atender Reclamo,"Gestionar el ingreso, evaluación y respuesta a un reclamo o queja presentada por un cliente, asegurando su registro, investigación de la causa, resolución o compensación si aplica, y comunicando el resultado al cliente.",3,Actividad Estándar,"Resolver Petición, Atender Petición, Resolver Requerimiento, Gestionar Petición, Atender Requerimiento, Gestionar Requerimiento, Tramitar Petición, Resolver Reclamo, Resolver Pqr, Resolver Queja, Atender Reclamo, Atender AQR, Atender Queja, Gestionar Pqr, Gestionar Queja, Administrar Petición, Coordinar Petición, Manejar Petición, Procesar Petición, Supervisar Petición, Tramitar Reclamo, Administrar Requerimiento, Coordinar Requerimiento, Manejar Requerimiento, Procesar Requerimiento, Supervisar Requerimiento, Tramitar Pqr, Administrar Reclamo, Coordinar Reclamo, Manejar Reclamo, Procesar Reclamo, Supervisar Reclamo, Administrar Pqr, Administrar Queja, Coordinar Pqr, Coordinar Queja, Manejar Pqr, Manejar Queja, Procesar Pqr, Procesar Queja, Supervisar Pqr, Supervisar Queja",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT200,Identificar Cliente Potencial,"Detectar y registrar a una persona o entidad que puede convertirse en cliente (prospecto), con base en criterios de perfil o interés en productos financieros. Su finalidad es incorporarlo en procesos de marketing o ventas para su gestión y eventual vinculación como cliente formal.",3,Actividad Estándar,"Registrar Cliente Potencial, Registrar Interesado, Registrar Lead, Registrar Posible Cliente, Registrar Prospecto, Identificar Interesado, Identificar Lead, Identificar Posible Cliente, Identificar Prospecto, Detectar Cliente Potencial, Encontrar Cliente Potencial, Reconocer Cliente Potencial, Ubicar Cliente Potencial, Detectar Interesado, Detectar Lead, Detectar Posible Cliente, Detectar Prospecto, Encontrar Interesado, Encontrar Lead, Encontrar Posible Cliente, Encontrar Prospecto, Reconocer Interesado, Reconocer Lead, Reconocer Posible Cliente, Reconocer Prospecto, Ubicar Interesado, Ubicar Lead, Ubicar Posible Cliente, Ubicar Prospecto",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT202,Identificar Inconsistencia,Detectar y señalar errores o inconsistencias en los datos o procesos para su posterior análisis o corrección.,3,Actividad Estándar,"Registrar Inconsistencia, Detectar Inconsistencia, Encontrar Inconsistencia, Reconocer Inconsistencia, Ubicar Inconsistencia",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT204,Implementar Solución,"Ejecutar una acción o conjunto de acciones para resolver un problema identificado en un proceso, producto, sistema o dato. La solución puede implicar cambios operativos, funcionales, documentales, procedimentales o tecnológicos y debe aplicarse de forma controlada para corregir la situación sin generar efectos adversos.",3,Actividad Estándar,"Aplicar Solución, Ejecutar Solución, Implementar Mejora, Aplicar Mejora, Ejecutar Mejora, Implementar Acción Correctiva, Aplicar Acción Correctiva, Ejecutar Acción Correctiva, Implementar Ajuste, Aplicar Ajuste, Ejecutar Ajuste, Implementar Cambio, Aplicar Cambio, Ejecutar Cambio, Implementar Resolución, Aplicar Resolución, Ejecutar Resolución, Implementar Solución Funcional, Aplicar Solución Funcional, Ejecutar Solución Funcional, Implementar Solución Operativa, Aplicar Solución Operativa, Ejecutar Solución Operativa, Implementar Solución Documental, Aplicar Solución Documental, Ejecutar Solución Documental, Implementar Solución Tecnológica, Aplicar Solución Tecnológica, Ejecutar Solución Tecnológica, Implementar Solución Procedimental, Aplicar Solución Procedimental, Ejecutar Solución Procedimental, Aplicar Resolución de Error, Ejecutar Resolución de Error, Implementar Resolución de Error, Aplicar Solución a Inconsistencia, Ejecutar Solución a Incons",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT209,Informar Resultado,"Dar a conocer el resultado de una gestión o proceso a la persona o área correspondiente, proporcionando detalles claros sobre el desenlace (por ejemplo, el éxito de una operación o las incidencias ocurridas).",3,Actividad Estándar,"Informar Conclusión, Informar Decisión, Informar Efecto, Informar Respuesta, Informar Veredicto, Anunciar Resultado, Comunicar Resultado, Declarar Resultado, Divulgar Resultado, Notificar Resultado, Transmitir Resultado, Anunciar Conclusión, Anunciar Decisión, Anunciar Efecto, Anunciar Respuesta, Anunciar Veredicto, Comunicar Conclusión, Comunicar Decisión, Comunicar Efecto, Comunicar Respuesta, Comunicar Veredicto, Declarar Conclusión, Declarar Decisión, Declarar Efecto, Declarar Respuesta, Declarar Veredicto, Divulgar Conclusión, Divulgar Decisión, Divulgar Efecto, Divulgar Respuesta, Divulgar Veredicto, Notificar Conclusión, Notificar Decisión, Notificar Efecto, Notificar Respuesta, Notificar Veredicto, Transmitir Conclusión, Transmitir Decisión, Transmitir Efecto, Transmitir Respuesta, Transmitir Veredicto",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT210,Registrar Alerta,Registrar una alerta dejando constancia oficial de una señal de riesgo que requiere atención inmediata y debe ser evaluada para determinar su impacto.,3,Actividad Estándar,"Registrar Alerta, Registrar Advertencia, Registrar Aviso, Registrar Evento, Registrar Notificación, Registrar Señal, Ingresar Advertencia, Ingresar Aviso, Ingresar Evento, Ingresar Notificación, Ingresar Señal, Anotar Alerta, Cargar Alerta, Insertar Alerta, Introducir Alerta, Anotar Advertencia, Anotar Aviso, Anotar Evento, Anotar Notificación, Anotar Señal, Cargar Advertencia, Cargar Aviso, Cargar Evento, Cargar Notificación, Cargar Señal, Insertar Advertencia, Insertar Aviso, Insertar Evento, Insertar Notificación, Insertar Señal, Introducir Advertencia, Introducir Aviso, Introducir Evento, Introducir Notificación, Introducir Señal",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT211,Inscribir Débito Automático,"Registrar la autorización de un cliente para realizar débitos automáticos y recurrentes desde su cuenta (por ejemplo, pagos de servicios o cuotas de préstamos). Incluye configurar en el sistema los montos, periodicidades y condiciones acordadas para que los débitos se ejecuten en las fechas definidas.",3,Actividad Estándar,"Registrar Débito Automático, Afiliar Débito Automático, Anotar Débito Automático, Apuntar Débito Automático, Matricular Débito Automático",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT213,Liquidar Obligación,"Ejecutar el pago completo o la cancelación de una obligación financiera pendiente (deuda, cuota, impuesto u otra), calculando el monto final con intereses o recargos cuando corresponda. Registra que la obligación queda total o parcialmente saldada en los sistemas operativos y contables.",3,Actividad Estándar,"Liquidar Carga, Liquidar Compromiso, Liquidar Deber, Liquidar Responsabilidad, Abonar Obligación, Calcular Obligación, Cerrar Obligación, Finiquitar Obligación, Pagar Obligación, Abonar Carga, Abonar Compromiso, Abonar Deber, Abonar Responsabilidad, Calcular Carga, Calcular Compromiso, Calcular Deber, Calcular Responsabilidad, Cerrar Carga, Cerrar Compromiso, Cerrar Deber, Cerrar Responsabilidad, Finiquitar Carga, Finiquitar Compromiso, Finiquitar Deber, Finiquitar Responsabilidad, Pagar Carga, Pagar Compromiso, Pagar Deber, Pagar Responsabilidad",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT217,Monitorear Acceso,"Supervisar los registros de accesos a un sistema o plataforma, vigilando quién ingresa, cuándo y desde dónde, para detectar actividad inusual o intentos no autorizados y asegurar que los controles de acceso estén funcionando correctamente.",3,Actividad Estándar,"Revisar Acceso, Revisar Autorización, Revisar Disponibilidad, Revisar Entrada, Revisar Habilitación, Monitorear Autorización, Monitorear Disponibilidad, Monitorear Entrada, Monitorear Habilitación, Controlar Acceso, Observar Acceso, Supervisar Acceso, Vigilar Acceso, Controlar Autorización, Controlar Disponibilidad, Controlar Entrada, Controlar Habilitación, Observar Autorización, Observar Disponibilidad, Observar Entrada, Observar Habilitación, Supervisar Autorización, Supervisar Disponibilidad, Supervisar Entrada, Supervisar Habilitación, Vigilar Autorización, Vigilar Disponibilidad, Vigilar Entrada, Vigilar Habilitación",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT218,Monitorear Alertas,"Supervisar las alertas generadas por sistemas, procesos u operaciones que indiquen eventos inusuales, fallos, anomalías o situaciones urgentes. Asegura su visibilidad, priorización, escalamiento y atención oportuna para prevenir impactos mayores en la continuidad del servicio o en la seguridad operativa.",3,Actividad Estándar,"Revisar Alerta, Revisar Advertencia, Revisar Aviso, Revisar Evento, Revisar Notificación, Revisar Señal, Monitorear Advertencia, Monitorear Aviso, Monitorear Evento, Monitorear Notificación, Monitorear Señal, Controlar Alerta, Observar Alerta, Supervisar Alerta, Vigilar Alerta, Controlar Advertencia, Controlar Aviso, Controlar Evento, Controlar Notificación, Controlar Señal, Observar Advertencia, Observar Aviso, Observar Evento, Observar Notificación, Observar Señal, Supervisar Advertencia, Supervisar Aviso, Supervisar Evento, Supervisar Notificación, Supervisar Señal, Vigilar Advertencia, Vigilar Aviso, Vigilar Evento, Vigilar Notificación, Vigilar Señal",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT220,Monitorear Operaciones,"Monitorear operaciones supervisando la ejecución para identificar errores, retrasos o anomalías y activar los controles definidos, permitiendo reaccionar oportunamente y facilitar el cierre operativo.",3,Actividad Estándar,"Revisar Operaciones, Revisar Actividades, Revisar Movimientos, Revisar Procesos, Revisar Transacciones, Monitorear Actividades, Monitorear Movimientos, Monitorear Procesos, Monitorear Transacciones, Controlar Operaciones, Observar Operaciones, Supervisar Operaciones, Vigilar Operaciones, Controlar Actividades, Controlar Movimientos, Controlar Procesos, Controlar Transacciones, Observar Actividades, Observar Movimientos, Observar Procesos, Observar Transacciones, Supervisar Actividades, Supervisar Movimientos, Supervisar Procesos, Supervisar Transacciones, Vigilar Actividades, Vigilar Movimientos, Vigilar Procesos, Vigilar Transacciones, Monitorear Ejecución Operativa, Monitorear Desarrollo de Operación, Monitorear Flujo Operativo, Monitorear Gestión Operativa, Monitorear Actividad Transaccional, Monitorear Proceso Funcional, Monitorear Transacción Crítica, Monitorear Operación Automatizada, Monitorear Ciclo de Operación, Monitorear Movimiento Operativo, Monitorear Operación Financiera, Monitorear Operación del Cliente, Monitorear Ejecución Transaccional, Monitorear Resultado de Operación, Monitorear Flujo de Ejecución, Monitorear Desempeño Operativo, Monitorear Operación Crítica, Monitorear Integridad de la Operación",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT222,Monitorear Servicio,"Vigilar de forma continua el funcionamiento de un servicio (por ejemplo, banca en línea o un sistema interno), controlando su disponibilidad y rendimiento. Permite detectar incidentes, caídas o degradaciones y activar las acciones necesarias para garantizar su operación continua.",3,Actividad Estándar,"Revisar Producto, Revisar Servicio, Monitorear Producto, Controlar Producto, Observar Producto, Supervisar Producto, Vigilar Producto, Revisar Atención, Revisar Funcionalidad, Revisar Prestación, Controlar Servicio, Observar Servicio, Supervisar Servicio, Vigilar Servicio, Monitorear Atención, Monitorear Funcionalidad, Monitorear Prestación, Controlar Atención, Controlar Funcionalidad, Controlar Prestación, Observar Atención, Observar Funcionalidad, Observar Prestación, Supervisar Atención, Supervisar Funcionalidad, Supervisar Prestación, Vigilar Atención, Vigilar Funcionalidad, Vigilar Prestación",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT231,Obtener Confirmación,"Obtener de una persona o sistema la confirmación de que cierta acción, instrucción o información es correcta, ha sido recibida o es aceptada antes de continuar con la siguiente etapa. Aplica, por ejemplo, cuando se requiere confirmar con el cliente un cambio relevante o una instrucción sensible antes de ejecutarla.",3,Actividad Estándar,"Acceder Confirmación, Adquirir Confirmación, Captar Confirmación, Conseguir Confirmación, Recibir Confirmación",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
