Código,Paquete (Nivel 1),Subpaquete (Nivel 2),Capacidad de Procesos (Nivel 3),Descripción,Categoría,Dueño de la Capacidad,Dominio,Subdominio Nivel 1,Subdominio Nivel 2,Propia / Heredada,Reusable,Componentes Relacionados,Arquetipos Relacionado,% Nivel de Calidad,Criterios a Revisar,Retroalimentación,Estado,,
CP1425,Estrategia,Definición estratégica de canales,Definir la visión y principios de los canales del negocio,Establecer la visión objetivo y los principios que orientan el papel y la evolución de los canales del negocio en la relación con los usuarios.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1425,Estrategia,Definición estratégica de canales,Definir la visión y principios de los canales del negocio,Establecer la visión objetivo y los principios que orientan el papel y la evolución de los canales del negocio en la relación con los usuarios.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1425,Estrategia,Definición estratégica de canales,Definir la visión y principios de los canales del negocio,Establecer la visión objetivo y los principios que orientan el papel y la evolución de los canales del negocio en la relación con los usuarios.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1426,Estrategia,Definición estratégica de canales,Definir los lineamientos estratégicos para la evolución de los canales,Establecer los lineamientos estratégicos que orientan la evolución futura de los canales del negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1426,Estrategia,Definición estratégica de canales,Definir los lineamientos estratégicos para la evolución de los canales,Establecer los lineamientos estratégicos que orientan la evolución futura de los canales del negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1426,Estrategia,Definición estratégica de canales,Definir los lineamientos estratégicos para la evolución de los canales,Establecer los lineamientos estratégicos que orientan la evolución futura de los canales del negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1427,Estrategia,Definición estratégica de canales,Alinear la estrategia de canales con la estrategia corporativa y la arquitectura empresarial,"Asegurar la coherencia entre la estrategia de canales del negocio, la estrategia corporativa y la arquitectura empresarial.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1427,Estrategia,Definición estratégica de canales,Alinear la estrategia de canales con la estrategia corporativa y la arquitectura empresarial,"Asegurar la coherencia entre la estrategia de canales del negocio, la estrategia corporativa y la arquitectura empresarial.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1427,Estrategia,Definición estratégica de canales,Alinear la estrategia de canales con la estrategia corporativa y la arquitectura empresarial,"Asegurar la coherencia entre la estrategia de canales del negocio, la estrategia corporativa y la arquitectura empresarial.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1428,Estrategia,Definición estratégica de canales,Identificar tendencias y necesidades de los usuarios relevantes para los canales,Identificar tendencias del entorno y necesidades de los usuarios que impactan la evolución de los canales del negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1428,Estrategia,Definición estratégica de canales,Identificar tendencias y necesidades de los usuarios relevantes para los canales,Identificar tendencias del entorno y necesidades de los usuarios que impactan la evolución de los canales del negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1428,Estrategia,Definición estratégica de canales,Identificar tendencias y necesidades de los usuarios relevantes para los canales,Identificar tendencias del entorno y necesidades de los usuarios que impactan la evolución de los canales del negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1429,Estrategia,Definición estratégica de canales,Definir modelo de expansión y cobertura de los canales,Determinar las decisiones estratégicas relacionadas con la expansión y la cobertura de los canales del negocio para ampliar el alcance y la accesibilidad para los usuarios.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1429,Estrategia,Definición estratégica de canales,Definir modelo de expansión y cobertura de los canales,Determinar las decisiones estratégicas relacionadas con la expansión y la cobertura de los canales del negocio para ampliar el alcance y la accesibilidad para los usuarios.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1429,Estrategia,Definición estratégica de canales,Definir modelo de expansión y cobertura de los canales,Determinar las decisiones estratégicas relacionadas con la expansión y la cobertura de los canales del negocio para ampliar el alcance y la accesibilidad para los usuarios.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1430,Estrategia,Definición estratégica de canales,Establecer articulación y cohesión de los canales,"Determinar las decisiones estratégicas relacionadas con la consolidación de los canales del negocio, orientadas a racionalizar su presencia y evitar duplicidades.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1430,Estrategia,Definición estratégica de canales,Establecer articulación y cohesión de los canales,"Determinar las decisiones estratégicas relacionadas con la consolidación de los canales del negocio, orientadas a racionalizar su presencia y evitar duplicidades.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1430,Estrategia,Definición estratégica de canales,Establecer articulación y cohesión de los canales,"Determinar las decisiones estratégicas relacionadas con la consolidación de los canales del negocio, orientadas a racionalizar su presencia y evitar duplicidades.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1431,Estrategia,Definición estratégica de canales,Definir uso de canales,"Determinar las decisiones relacionadas con el uso de los canales del negocio, estableciendo su propósito y rol dentro del portafolio de canales",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1431,Estrategia,Definición estratégica de canales,Definir uso de canales,"Determinar las decisiones relacionadas con el uso de los canales del negocio, estableciendo su propósito y rol dentro del portafolio de canales",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1431,Estrategia,Definición estratégica de canales,Definir uso de canales,"Determinar las decisiones relacionadas con el uso de los canales del negocio, estableciendo su propósito y rol dentro del portafolio de canales",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1432,Estrategia,Definición estratégica de canales,Evaluar la rentabilidad de los canales,"Analizar el desempeño económico de los canales del negocio, considerando costos, ingresos, inversión y contribución al negocio, como insumo para la toma de decisiones y la priorización de iniciativas.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1432,Estrategia,Definición estratégica de canales,Evaluar la rentabilidad de los canales,"Analizar el desempeño económico de los canales del negocio, considerando costos, ingresos, inversión y contribución al negocio, como insumo para la toma de decisiones y la priorización de iniciativas.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1432,Estrategia,Definición estratégica de canales,Evaluar la rentabilidad de los canales,"Analizar el desempeño económico de los canales del negocio, considerando costos, ingresos, inversión y contribución al negocio, como insumo para la toma de decisiones y la priorización de iniciativas.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1433,Estrategia,Definición estratégica de canales,Definir experiencia omnicanal,"Determinar las decisiones relacionadas con la experiencia que el negocio define para los usuarios a través de los diferentes canales, estableciendo su alcance dentro del portafolio de canales.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1433,Estrategia,Definición estratégica de canales,Definir experiencia omnicanal,"Determinar las decisiones relacionadas con la experiencia que el negocio define para los usuarios a través de los diferentes canales, estableciendo su alcance dentro del portafolio de canales.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1433,Estrategia,Definición estratégica de canales,Definir experiencia omnicanal,"Determinar las decisiones relacionadas con la experiencia que el negocio define para los usuarios a través de los diferentes canales, estableciendo su alcance dentro del portafolio de canales.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1434,Habilitación,Diseño y habilitación del canal,Diseñar la estructura funcional del canal, Definir la estructura funcional del canal conforme a los lineamientos del negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1434,Habilitación,Diseño y habilitación del canal,Diseñar la estructura funcional del canal, Definir la estructura funcional del canal conforme a los lineamientos del negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1434,Habilitación,Diseño y habilitación del canal,Diseñar la estructura funcional del canal, Definir la estructura funcional del canal conforme a los lineamientos del negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1435,Habilitación,Diseño y habilitación del canal,Definir el rol del canal en el ecosistema de canales, Definir el rol que cumple el canal dentro del ecosistema de canales del negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1435,Habilitación,Diseño y habilitación del canal,Definir el rol del canal en el ecosistema de canales, Definir el rol que cumple el canal dentro del ecosistema de canales del negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1435,Habilitación,Diseño y habilitación del canal,Definir el rol del canal en el ecosistema de canales, Definir el rol que cumple el canal dentro del ecosistema de canales del negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1436,Habilitación,Diseño y habilitación del canal,Definir los servicios del canal, Definir los servicios que el canal ofrecerá a los usuarios conforme a la estrategia del negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1436,Habilitación,Diseño y habilitación del canal,Definir los servicios del canal, Definir los servicios que el canal ofrecerá a los usuarios conforme a la estrategia del negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1436,Habilitación,Diseño y habilitación del canal,Definir los servicios del canal, Definir los servicios que el canal ofrecerá a los usuarios conforme a la estrategia del negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1437,Habilitación,Diseño y habilitación del canal,Definir los lineamientos de diseño del canal," Definir los lineamientos y elementos que orientan el diseño funcional del canal, asegurando su coherencia con la estrategia del negocio y con el ecosistema de canales.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1437,Habilitación,Diseño y habilitación del canal,Definir los lineamientos de diseño del canal," Definir los lineamientos y elementos que orientan el diseño funcional del canal, asegurando su coherencia con la estrategia del negocio y con el ecosistema de canales.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1437,Habilitación,Diseño y habilitación del canal,Definir los lineamientos de diseño del canal," Definir los lineamientos y elementos que orientan el diseño funcional del canal, asegurando su coherencia con la estrategia del negocio y con el ecosistema de canales.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1438,Habilitación,Diseño y habilitación del canal,Definir los medios de exposición del canal, Definir los medios a través de los cuales el canal será expuesto conforme a la estrategia del negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1438,Habilitación,Diseño y habilitación del canal,Definir los medios de exposición del canal, Definir los medios a través de los cuales el canal será expuesto conforme a la estrategia del negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1438,Habilitación,Diseño y habilitación del canal,Definir los medios de exposición del canal, Definir los medios a través de los cuales el canal será expuesto conforme a la estrategia del negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1439,Habilitación,Diseño y habilitación del canal,Definir los habilitadores funcionales del canal, Definir los habilitadores funcionales necesarios para que el canal pueda operar conforme a su modelo definido.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1439,Habilitación,Diseño y habilitación del canal,Definir los habilitadores funcionales del canal, Definir los habilitadores funcionales necesarios para que el canal pueda operar conforme a su modelo definido.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1440,Habilitación,Diseño y habilitación del canal,Definir las capacidades de soporte al canal," Definir las capacidades del negocio que respaldan el funcionamiento del canal una vez habilitado, excluyendo la operación directa del canal y la provisión de servicios a los usuarios.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1440,Habilitación,Diseño y habilitación del canal,Definir las capacidades de soporte al canal," Definir las capacidades del negocio que respaldan el funcionamiento del canal una vez habilitado, excluyendo la operación directa del canal y la provisión de servicios a los usuarios.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1441,Habilitación,Diseño y habilitación del canal,Definir la infraestructura funcional del canal," Definir el marco de infraestructura funcional requerido para habilitar el canal, desde una perspectiva de capacidades del negocio, excluyendo decisiones técnicas, implementación y operación del canal.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1441,Habilitación,Diseño y habilitación del canal,Definir la infraestructura funcional del canal," Definir el marco de infraestructura funcional requerido para habilitar el canal, desde una perspectiva de capacidades del negocio, excluyendo decisiones técnicas, implementación y operación del canal.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1442,Habilitación,Diseño y habilitación del canal,Definir dependencias del canal con capacidades transversales, Definir las dependencias del canal con capacidades transversales del negocio necesarias para su funcionamiento.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1442,Habilitación,Diseño y habilitación del canal,Definir dependencias del canal con capacidades transversales, Definir las dependencias del canal con capacidades transversales del negocio necesarias para su funcionamiento.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1443,Habilitación,Diseño y habilitación del canal,Definir los parámetros funcionales del canal, Definir los parámetros funcionales que determinan el comportamiento del canal conforme a su diseño.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1443,Habilitación,Diseño y habilitación del canal,Definir los parámetros funcionales del canal, Definir los parámetros funcionales que determinan el comportamiento del canal conforme a su diseño.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1443,Habilitación,Diseño y habilitación del canal,Definir los parámetros funcionales del canal, Definir los parámetros funcionales que determinan el comportamiento del canal conforme a su diseño.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1444,Habilitación,Diseño y habilitación del canal,Definir las reglas de negocio del canal, Definir las reglas de negocio que gobiernan el uso y comportamiento del canal.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1444,Habilitación,Diseño y habilitación del canal,Definir las reglas de negocio del canal, Definir las reglas de negocio que gobiernan el uso y comportamiento del canal.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1444,Habilitación,Diseño y habilitación del canal,Definir las reglas de negocio del canal, Definir las reglas de negocio que gobiernan el uso y comportamiento del canal.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1445,Habilitación,Diseño y habilitación del canal,Definir las condiciones de operación del canal," Definir las condiciones bajo las cuales el canal está habilitado para operar, conforme a los lineamientos del negocio, sin incluir la ejecución ni la operación diaria del canal.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1445,Habilitación,Diseño y habilitación del canal,Definir las condiciones de operación del canal," Definir las condiciones bajo las cuales el canal está habilitado para operar, conforme a los lineamientos del negocio, sin incluir la ejecución ni la operación diaria del canal.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1445,Habilitación,Diseño y habilitación del canal,Definir las condiciones de operación del canal," Definir las condiciones bajo las cuales el canal está habilitado para operar, conforme a los lineamientos del negocio, sin incluir la ejecución ni la operación diaria del canal.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1446,Habilitación,Diseño y habilitación del canal,Configurar el comportamiento funcional del canal, Configurar el comportamiento funcional resultante del canal conforme a su diseño definido.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1446,Habilitación,Diseño y habilitación del canal,Configurar el comportamiento funcional del canal, Configurar el comportamiento funcional resultante del canal conforme a su diseño definido.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1446,Habilitación,Diseño y habilitación del canal,Configurar el comportamiento funcional del canal, Configurar el comportamiento funcional resultante del canal conforme a su diseño definido.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1447,Habilitación,Diseño y habilitación del canal,Configurar restricciones funcionales del canal, Configurar las restricciones funcionales que limitan el uso del canal conforme a decisiones del negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1447,Habilitación,Diseño y habilitación del canal,Configurar restricciones funcionales del canal, Configurar las restricciones funcionales que limitan el uso del canal conforme a decisiones del negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1447,Habilitación,Diseño y habilitación del canal,Configurar restricciones funcionales del canal, Configurar las restricciones funcionales que limitan el uso del canal conforme a decisiones del negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1448,Habilitación,Materialización y evolución del canal,Activar el canal, Poner el canal activo conforme a decisiones del negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1448,Habilitación,Materialización y evolución del canal,Activar el canal, Poner el canal activo conforme a decisiones del negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1448,Habilitación,Materialización y evolución del canal,Activar el canal, Poner el canal activo conforme a decisiones del negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1449,Habilitación,Materialización y evolución del canal,Exponer el canal en los medios definidos, Exponer el canal a través de los medios definidos por el negocio conforme a los lineamientos establecidos.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1449,Habilitación,Materialización y evolución del canal,Exponer el canal en los medios definidos, Exponer el canal a través de los medios definidos por el negocio conforme a los lineamientos establecidos.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1449,Habilitación,Materialización y evolución del canal,Exponer el canal en los medios definidos, Exponer el canal a través de los medios definidos por el negocio conforme a los lineamientos establecidos.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1450,Habilitación,Materialización y evolución del canal,Habilitar el acceso al canal, Permitir que los usuarios puedan acceder al canal conforme a las condiciones definidas.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1450,Habilitación,Materialización y evolución del canal,Habilitar el acceso al canal, Permitir que los usuarios puedan acceder al canal conforme a condiciones definidas.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1450,Habilitación,Materialización y evolución del canal,Habilitar el acceso al canal, Permitir que los usuarios puedan acceder al canal conforme a las condiciones definidas.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1450,Habilitación,Materialización y evolución del canal,Habilitar el acceso al canal, Permitir que los usuarios puedan acceder al canal conforme a condiciones definidas.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1450,Habilitación,Materialización y evolución del canal,Habilitar el acceso al canal, Permitir que los usuarios puedan acceder al canal conforme a las condiciones definidas.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1450,Habilitación,Materialización y evolución del canal,Habilitar el acceso al canal, Permitir que los usuarios puedan acceder al canal conforme a condiciones definidas.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1451,Habilitación,Materialización y evolución del canal,Validar la habilitación del canal, Confirmar que el canal cumple las condiciones definidas para estar habilitado.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1451,Habilitación,Materialización y evolución del canal,Validar la habilitación del canal, Confirmar que el canal cumple las condiciones definidas para estar habilitado.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1451,Habilitación,Materialización y evolución del canal,Validar la habilitación del canal, Confirmar que el canal cumple las condiciones definidas para estar habilitado.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1452,Habilitación,Materialización y evolución del canal,Habilitar la visibilidad del canal, Habilitar la visibilidad del canal para los usuarios en los medios definidos por el negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1452,Habilitación,Materialización y evolución del canal,Habilitar la visibilidad del canal, Habilitar la visibilidad del canal para los usuarios en los medios definidos por el negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1452,Habilitación,Materialización y evolución del canal,Habilitar la visibilidad del canal, Habilitar la visibilidad del canal para los usuarios en los medios definidos por el negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1453,Habilitación,Materialización y evolución del canal,Autorizar la disponibilidad del canal, Otorgar la condición de disponibilidad del canal para su uso.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1453,Habilitación,Materialización y evolución del canal,Autorizar la disponibilidad del canal, Otorgar la condición de disponibilidad del canal para su uso.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1453,Habilitación,Materialización y evolución del canal,Autorizar la disponibilidad del canal, Otorgar la condición de disponibilidad del canal para su uso.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1455,Habilitación,Materialización y evolución del canal,Validar la disponibilidad del canal, Validar que el canal cumple las condiciones de disponibilidad definidas por la estrategia de distribución.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1455,Habilitación,Materialización y evolución del canal,Validar la disponibilidad del canal, Validar que el canal cumple las condiciones de disponibilidad definidas por la estrategia de distribución.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1455,Habilitación,Materialización y evolución del canal,Validar la disponibilidad del canal, Validar que el canal cumple las condiciones de disponibilidad definidas por la estrategia de distribución.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1456,Habilitación,Materialización y evolución del canal,Identificar necesidades de evolución del canal, Identificar las necesidades de evolución del canal conforme a cambios en el contexto del negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1456,Habilitación,Materialización y evolución del canal,Identificar necesidades de evolución del canal, Identificar las necesidades de evolución del canal conforme a cambios en el contexto del negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1456,Habilitación,Materialización y evolución del canal,Identificar necesidades de evolución del canal, Identificar las necesidades de evolución del canal conforme a cambios en el contexto del negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1457,Habilitación,Materialización y evolución del canal,Definir ajustes a las capacidades del canal, Definir los ajustes requeridos a las capacidades del canal conforme a las necesidades identificadas.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1457,Habilitación,Materialización y evolución del canal,Definir ajustes a las capacidades del canal, Definir los ajustes requeridos a las capacidades del canal conforme a las necesidades identificadas.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1457,Habilitación,Materialización y evolución del canal,Definir ajustes a las capacidades del canal, Definir los ajustes requeridos a las capacidades del canal conforme a las necesidades identificadas.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1458,Habilitación,Materialización y evolución del canal,Adaptar el canal a cambios regulatorios, Adaptar las capacidades del canal para dar respuesta a cambios regulatorios que impactan su uso o alcance funcional.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1458,Habilitación,Materialización y evolución del canal,Adaptar el canal a cambios regulatorios, Adaptar las capacidades del canal para dar respuesta a cambios regulatorios que impactan su uso o alcance funcional.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1458,Habilitación,Materialización y evolución del canal,Adaptar el canal a cambios regulatorios, Adaptar las capacidades del canal para dar respuesta a cambios regulatorios que impactan su uso o alcance funcional.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1459,Habilitación,Materialización y evolución del canal,Incorporar mejoras funcionales al canal, Incorporar mejoras funcionales a las capacidades del canal conforme a decisiones del negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1459,Habilitación,Materialización y evolución del canal,Incorporar mejoras funcionales al canal, Incorporar mejoras funcionales a las capacidades del canal conforme a decisiones del negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1459,Habilitación,Materialización y evolución del canal,Incorporar mejoras funcionales al canal, Incorporar mejoras funcionales a las capacidades del canal conforme a decisiones del negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1460,Habilitación,Materialización y evolución del canal,Alinear el canal con la evolución de la estrategia, Alinear las capacidades del canal con los cambios en la estrategia del negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1460,Habilitación,Materialización y evolución del canal,Alinear el canal con la evolución de la estrategia, Alinear las capacidades del canal con los cambios en la estrategia del negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1460,Habilitación,Materialización y evolución del canal,Alinear el canal con la evolución de la estrategia, Alinear las capacidades del canal con los cambios en la estrategia del negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1461,Habilitación,Materialización y evolución del canal,Decidir el cierre del canal, Determinar la descontinuación de un canal cuando deja de ser pertinente para el negocio.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1461,Habilitación,Materialización y evolución del canal,Decidir el cierre del canal, Determinar la descontinuación de un canal cuando deja de ser pertinente para el negocio.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1461,Habilitación,Materialización y evolución del canal,Decidir el cierre del canal, Determinar la descontinuación de un canal cuando deja de ser pertinente para el negocio.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1462,Habilitación,Materialización y evolución del canal,Desactivar el canal, Desactivar el canal conforme a los lineamientos definidos para su cierre.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1462,Habilitación,Materialización y evolución del canal,Desactivar el canal, Desactivar el canal conforme a los lineamientos definidos para su cierre.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1462,Habilitación,Materialización y evolución del canal,Desactivar el canal, Desactivar el canal conforme a los lineamientos definidos para su cierre.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1463,Habilitación,Materialización y evolución del canal,Retirar el canal," Retirar de forma definitiva el canal del portafolio del negocio, eliminando su condición de canal vigente.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1463,Habilitación,Materialización y evolución del canal,Retirar el canal," Retirar de forma definitiva el canal del portafolio del negocio, eliminando su condición de canal vigente.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1463,Habilitación,Materialización y evolución del canal,Retirar el canal," Retirar de forma definitiva el canal del portafolio del negocio, eliminando su condición de canal vigente.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1464,Habilitación,Materialización y evolución del canal,Ajustar los servicios afectados por el cierre del canal, Ajustar los servicios asociados como resultado del cierre del canal.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1464,Habilitación,Materialización y evolución del canal,Ajustar los servicios afectados por el cierre del canal, Ajustar los servicios asociados como resultado del cierre del canal.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1464,Habilitación,Materialización y evolución del canal,Ajustar los servicios afectados por el cierre del canal, Ajustar los servicios asociados como resultado del cierre del canal.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1465,Habilitación,Materialización y evolución del canal,Ajustar la estructura del ecosistema de canales," Ajustar la estructura del ecosistema de canales como consecuencia directa del cierre de un canal, asegurando la coherencia entre los canales restantes conforme a los lineamientos del negocio.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1465,Habilitación,Materialización y evolución del canal,Ajustar la estructura del ecosistema de canales," Ajustar la estructura del ecosistema de canales como consecuencia directa del cierre de un canal, asegurando la coherencia entre los canales restantes conforme a los lineamientos del negocio.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1465,Habilitación,Materialización y evolución del canal,Ajustar la estructura del ecosistema de canales," Ajustar la estructura del ecosistema de canales como consecuencia directa del cierre de un canal, asegurando la coherencia entre los canales restantes conforme a los lineamientos del negocio.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1466,Interacción y uso,Atención y gestión de solicitudes del usuario,Validar autenticación del cliente en el canal," Verifica que el cliente haya cumplido las condiciones de autenticación requeridas para interactuar con el canal, habilitando el acceso a los servicios según las reglas de la estrategia de distribución.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
